Tanggal;TID;Menu;Qty;Harga;Subtotal
2020-02-03;220R0038;Lavarisol Smoked Beef;4;60000;240000
;220R0038;Lavarisol Campur;7;60000;420000
2020-02-03;220R0039;Lavarisol Campur;3;60000;180000
;220R0039;Dimsum Siomay Udang Keju;3;32000;96000
;220R0039;Dimsum Siomay Original;3;25000;75000
;220R0039;Brownies Cookies;4;40000;160000
;220R0039;Lidah Kucing;5;70000;350000
2020-02-03;220R0040;Pudding Buah;3;100000;300000
;220R0040;Red Velvet;2;90000;180000
;220R0040;Lavarisol Triple Cheese;4;60000;240000
2020-02-03;220R0041;Lavarisol Smoked Beef;4;60000;240000
2020-02-03;220R0042;Dimsum Siomay Ayam;5;27000;135000
;220R0042;Blueberry Cheese;5;65000;325000
2020-02-03;220R0043;Red Velvet;3;90000;270000
;220R0043;Dimsum Siomay Keju;6;30000;180000
;220R0043;Sagu Keju;5;75000;375000
2020-02-03;220R0044;Dimsum Siomay Udang Keju;5;32000;160000
;220R0044;Dimsum Siomay Keju;7;30000;210000
;220R0044;Lavarisol Original;2;60000;120000
2020-02-03;220R0045;Lavarisol Smoked Beef;4;60000;240000
;220R0045;Pudding Buah;3;100000;300000
2020-02-03;220R0046;Kaastengels;4;85000;340000
;220R0046;Dimsum Siomay Udang Keju;3;32000;96000
;220R0046;Lavarisol Original;4;60000;240000
2020-02-03;220R0047;Lavarisol Original;6;60000;360000
;220R0047;Dimsum Siomay Ayam;4;27000;108000
2020-02-03;220R0048;Sagu Keju;7;75000;525000
;220R0048;Brownies Cookies;4;40000;160000
;220R0048;Kaastengels;2;85000;170000
;220R0048;Dimsum Siomay Keju;6;30000;180000
2020-02-03;220R0049;Blueberry Cheese;5;65000;325000
;220R0049;Lavarisol Original;2;60000;120000
;220R0049;Red Velvet;2;90000;180000
;220R0049;Brownies Cookies;3;40000;120000
;220R0049;Blueberry Cheese;4;65000;260000
2020-02-03;220R0050;Lavarisol Original;5;60000;300000
;220R0050;Pudding Batik;7;120000;840000
;220R0050;Dimsum Siomay Udang Keju;5;32000;160000
;220R0050;Lidah Kucing;2;70000;140000
2020-02-03;220R0051;Dimsum Siomay Keju;7;30000;210000
;220R0051;Cookies Hias;5;60000;300000
2020-02-03;220R0052;Lavarisol Original;7;60000;420000
;220R0052;Dimsum Siomay Crab;3;27000;81000
;220R0052;Red Velvet;2;90000;180000
;220R0052;Lidah Kucing;6;70000;420000
2020-02-03;220R0053;Putri Salju;5;85000;425000
;220R0053;Lavarisol Smoked Beef;5;60000;300000
2020-02-03;220R0054;Nastar Spesial;2;90000;180000
;220R0054;Pudding Buah;6;100000;600000
;220R0054;Blueberry Cheese;4;65000;260000
;220R0054;Sagu Keju;2;75000;150000
;220R0054;Lavarisol Original;1;60000;60000
2020-02-03;220R0055;Nastar Spesial;7;90000;630000
;220R0055;Lavarisol Campur;3;60000;180000
;220R0055;Putri Salju;3;85000;255000
2020-02-03;220R0056;Nastar Spesial;4;90000;360000
2020-02-03;220R0057;Dimsum Siomay Crab;3;27000;81000
;220R0057;Lavarisol Triple Cheese;6;60000;360000
;220R0057;Kaastengels;1;85000;85000
2020-02-03;220R0058;Lavarisol Campur;2;60000;120000
;220R0058;Pudding Batik;7;120000;840000
;220R0058;Lavarisol Triple Cheese;4;60000;240000
2020-02-03;220R0059;Lavarisol Original;2;60000;120000
;220R0059;Sagu Keju;6;75000;450000
;220R0059;Kaastengels;6;85000;510000
2020-02-03;220R0060;Dimsum Siomay Keju;5;30000;150000
;220R0060;Dimsum Siomay Ayam;4;27000;108000
;220R0060;Pudding Batik;1;120000;120000
;220R0060;Lidah Kucing;7;70000;490000
2020-02-03;220R0061;Dimsum Siomay Original;6;25000;150000
;220R0061;Dimsum Siomay Udang Keju;4;32000;128000
;220R0061;Dimsum Siomay Keju;6;32000;192000
2020-02-03;220R0062;Cookies Hias;6;60000;360000
;220R0062;Lavarisol Campur;1;60000;60000
;220R0062;Lidah Kucing;5;70000;350000
2020-02-03;220R0063;Nastar Spesial;1;90000;90000
;220R0063;Lavarisol Triple Cheese;7;60000;420000
;220R0063;Dimsum Siomay Original;6;25000;150000
2020-02-04;220R0064;Cookies Hias;3;60000;180000
;220R0064;Nastar Spesial;1;90000;90000
;220R0064;Brownies Cookies;7;40000;280000
2020-02-04;220R0065;Blueberry Cheese;4;65000;260000
;220R0065;Dimsum Siomay Ayam;3;27000;81000
;220R0065;Cookies Hias;3;60000;180000
;220R0065;Red Velvet;1;90000;90000
2020-02-04;220R0066;Pudding Buah;5;100000;500000
;220R0066;Brownies Cookies;7;40000;280000
;220R0066;Nastar Spesial;1;90000;90000
2020-02-04;220R0067;Putri Salju;6;85000;510000
;220R0067;Red Velvet;7;90000;630000
;220R0067;Kaastengels;2;85000;170000
;220R0067;Pudding Buah;7;100000;700000
2020-02-04;220R0068;Sagu Keju;7;75000;525000
;220R0068;Cookies Hias;1;60000;60000
;220R0068;Lavarisol Campur;1;60000;60000
;220R0068;Dimsum Siomay Crab;7;27000;189000
2020-02-04;220R0069;Lavarisol Original;1;60000;60000
;220R0069;Dimsum Siomay Crab;6;27000;162000
;220R0069;Red Velvet;5;90000;450000
2020-02-04;220R0070;Red Velvet;5;90000;450000
;220R0070;Pudding Batik;2;120000;240000
;220R0070;Sagu Keju;4;75000;300000
;220R0070;Nastar Spesial;5;90000;450000
2020-02-04;220R0071;Kaastengels;6;85000;510000
;220R0071;Cookies Hias;2;60000;120000
;220R0071;Sagu Keju;5;75000;375000
2020-02-04;220R0072;Nastar Spesial;5;90000;450000
;220R0072;Pudding Batik;3;120000;360000
;220R0072;Lavarisol Campur;1;60000;60000
2020-02-04;220R0073;Brownies Cookies;3;40000;120000
;220R0073;Nastar Spesial;2;90000;180000
2020-02-04;220R0074;Dimsum Siomay Keju;4;30000;120000
;220R0074;Pudding Buah;4;100000;400000
;220R0074;Red Velvet;4;90000;360000
;220R0074;Sagu Keju;1;75000;75000
2020-02-04;220R0075;Red Velvet;3;90000;270000
;220R0075;Pudding Buah;6;100000;600000
2020-02-04;220R0076;Dimsum Siomay Original;3;25000;75000
;220R0076;Brownies Cookies;2;40000;80000
;220R0076;Lavarisol Smoked Beef;4;60000;240000
2020-02-04;220R0077;Blueberry Cheese;4;65000;260000
;220R0077;Red Velvet;7;90000;630000
;220R0077;Nastar Spesial;2;90000;180000
2020-02-04;220R0078;Red Velvet;6;90000;540000
;220R0078;Lavarisol Campur;6;60000;360000
;220R0078;Blueberry Cheese;6;65000;390000
2020-02-04;220R0079;Nastar Spesial;2;90000;180000
;220R0079;Lavarisol Triple Cheese;4;60000;240000
;220R0079;Putri Salju;3;85000;255000
;220R0079;Lavarisol Campur;7;60000;420000
2020-02-04;220R0080;Cookies Hias;7;60000;420000
;220R0080;Dimsum Siomay Original;7;25000;175000
;220R0080;Lavarisol Smoked Beef;3;60000;180000
2020-02-04;220R0081;Nastar Spesial;7;90000;630000
;220R0081;Cookies Hias;2;60000;120000
;220R0081;Dimsum Siomay Udang Keju;5;32000;160000
2020-02-04;220R0082;Dimsum Siomay Keju;2;30000;60000
;220R0082;Lidah Kucing;3;70000;210000
;220R0082;Dimsum Siomay Original;4;25000;100000
2020-02-05;220R0083;Dimsum Siomay Original;7;25000;175000
;220R0083;Lidah Kucing;7;70000;490000
2020-02-05;220R0084;Lavarisol Smoked Beef;7;60000;420000
2020-02-05;220R0085;Lavarisol Smoked Beef;3;60000;180000
;220R0085;Brownies Cookies;1;40000;40000
2020-02-05;220R0086;Blueberry Cheese;3;65000;195000
;220R0086;Dimsum Siomay Udang Keju;7;32000;224000
;220R0086;Lavarisol Smoked Beef;4;60000;240000
;220R0086;Cookies Hias;6;60000;360000
2020-02-05;220R0087;Sagu Keju;7;75000;525000
;220R0087;Pudding Batik;7;120000;840000
;220R0087;Lavarisol Triple Cheese;5;60000;300000
2020-02-05;220R0088;Brownies Cookies;5;40000;200000
;220R0088;Cookies Hias;4;60000;240000
;220R0088;Dimsum Siomay Crab;1;27000;27000
;220R0088;Putri Salju;2;85000;170000
2020-02-05;220R0089;Dimsum Siomay Ayam;2;27000;54000
;220R0089;Lavarisol Smoked Beef;2;60000;120000
;220R0089;Dimsum Siomay Crab;4;27000;108000
2020-02-05;220R0090;Lidah Kucing;3;70000;210000
;220R0090;Pudding Batik;2;120000;240000
;220R0090;Lavarisol Smoked Beef;5;60000;300000
2020-02-05;220R0091;Dimsum Siomay Original;6;25000;150000
;220R0091;Dimsum Siomay Ayam;4;25000;100000
2020-02-05;220R0092;Nastar Spesial;1;90000;90000
;220R0092;Lavarisol Triple Cheese;3;60000;180000
2020-02-05;220R0093;Brownies Cookies;1;40000;40000
;220R0093;Nastar Spesial;5;90000;450000
;220R0093;Lavarisol Campur;6;60000;360000
;220R0093;Blueberry Cheese;6;65000;390000
2020-02-05;220R0094;Brownies Cookies;1;40000;40000
;220R0094;Lavarisol Triple Cheese;6;60000;360000
;220R0094;Cookies Hias;3;60000;180000
;220R0094;Pudding Buah;7;100000;700000
2020-02-05;220R0095;Cookies Hias;5;60000;300000
;220R0095;Lavarisol Original;3;60000;180000
;220R0095;Sagu Keju;5;75000;375000
2020-02-05;220R0096;Putri Salju;7;85000;595000
;220R0096;Sagu Keju;3;75000;225000
;220R0096;Lidah Kucing;3;70000;210000
;220R0096;Lavarisol Triple Cheese;3;60000;180000
2020-02-05;220R0097;Kaastengels;5;85000;425000
;220R0097;Red Velvet;5;90000;450000
;220R0097;Lidah Kucing;2;70000;140000
2020-02-05;220R0098;Lavarisol Original;1;60000;60000
;220R0098;Dimsum Siomay Ayam;2;27000;54000
;220R0098;Dimsum Siomay Udang Keju;1;32000;32000
2020-02-05;220R0099;Lavarisol Triple Cheese;3;60000;180000
;220R0099;Kaastengels;2;85000;170000
;220R0099;Sagu Keju;3;75000;225000
;220R0099;Dimsum Siomay Ayam;6;27000;162000
;220R0099;Dimsum Siomay Keju;6;30000;180000
2020-02-05;220R0100;Lavarisol Triple Cheese;1;60000;60000
;220R0100;Blueberry Cheese;6;65000;390000
;220R0100;Dimsum Siomay Udang Keju;1;32000;32000
;220R0100;Lidah Kucing;2;70000;140000
2020-02-05;220R0101;Lavarisol Original;4;60000;240000
;220R0101;Lavarisol Triple Cheese;6;60000;360000
;220R0101;Lavarisol Original;2;60000;120000
2020-02-05;220R0102;Lavarisol Original;4;60000;240000
;220R0102;Pudding Buah;5;100000;500000
;220R0102;Nastar Spesial;7;90000;630000
;220R0102;Kaastengels;5;85000;425000
2020-02-06;220R0103;Blueberry Cheese;6;65000;390000
;220R0103;Lavarisol Campur;4;60000;240000
;220R0103;Dimsum Siomay Original;2;25000;50000
2020-02-06;220R0104;Dimsum Siomay Crab;5;27000;135000
;220R0104;Lavarisol Original;7;60000;420000
;220R0104;Blueberry Cheese;7;65000;455000
;220R0104;Sagu Keju;4;75000;300000
2020-02-06;220R0105;Pudding Batik;5;120000;600000
;220R0105;Lavarisol Original;1;60000;60000
;220R0105;Sagu Keju;5;75000;375000
2020-02-06;220R0106;Pudding Buah;3;100000;300000
;220R0106;Sagu Keju;1;75000;75000
;220R0106;Lavarisol Smoked Beef;3;60000;180000
2020-02-06;220R0107;Dimsum Siomay Ayam;7;27000;189000
;220R0107;Dimsum Siomay Crab;1;27000;27000
;220R0107;Lidah Kucing;5;70000;350000
2020-02-06;220R0108;Brownies Cookies;3;40000;120000
;220R0108;Blueberry Cheese;6;65000;390000
;220R0108;Dimsum Siomay Keju;7;30000;210000
2020-02-06;220R0109;Dimsum Siomay Udang Keju;2;32000;64000
;220R0109;Brownies Cookies;2;40000;80000
2020-02-06;220R0110;Lavarisol Smoked Beef;4;60000;240000
;220R0110;Nastar Spesial;6;90000;540000
;220R0110;Putri Salju;7;85000;595000
2020-02-06;220R0111;Lavarisol Triple Cheese;6;60000;360000
;220R0111;Sagu Keju;3;75000;225000
;220R0111;Dimsum Siomay Keju;7;30000;210000
;220R0111;Dimsum Siomay Ayam;1;27000;27000
;220R0111;Dimsum Siomay Udang Keju;1;32000;32000
2020-02-06;220R0112;Pudding Buah;4;100000;400000
;220R0112;Sagu Keju;4;75000;300000
;220R0112;Red Velvet;7;90000;630000
2020-02-06;220R0113;Lavarisol Smoked Beef;1;60000;60000
;220R0113;Pudding Buah;5;100000;500000
;220R0113;Dimsum Siomay Ayam;7;27000;189000
2020-02-06;220R0114;Cookies Hias;2;60000;120000
;220R0114;Pudding Buah;1;100000;100000
2020-02-06;220R0115;Sagu Keju;1;75000;75000
;220R0115;Lavarisol Smoked Beef;1;60000;60000
;220R0115;Dimsum Siomay Udang Keju;6;32000;192000
2020-02-06;220R0116;Dimsum Siomay Original;4;25000;100000
;220R0116;Cookies Hias;3;60000;180000
;220R0116;Red Velvet;2;90000;180000
2020-02-06;220R0117;Lavarisol Original;3;60000;180000
;220R0117;Brownies Cookies;6;40000;240000
;220R0117;Pudding Batik;5;120000;600000
2020-02-06;220R0118;Dimsum Siomay Keju;1;30000;30000
;220R0118;Dimsum Siomay Ayam;5;27000;135000
;220R0118;Cookies Hias;5;60000;300000
2020-02-06;220R0119;Cookies Hias;4;60000;240000
;220R0119;Blueberry Cheese;5;65000;325000
;220R0119;Lavarisol Smoked Beef;1;60000;60000
2020-02-06;220R0120;Nastar Spesial;3;90000;270000
2020-02-06;220R0121;Nastar Spesial;6;90000;540000
;220R0121;Blueberry Cheese;6;65000;390000
;220R0121;Lidah Kucing;1;70000;70000
2020-02-06;220R0122;Dimsum Siomay Ayam;6;27000;162000
;220R0122;Brownies Cookies;1;40000;40000
2020-02-06;220R0123;Lavarisol Triple Cheese;4;60000;240000
;220R0123;Brownies Cookies;2;40000;80000
;220R0123;Pudding Buah;2;100000;200000
2020-02-07;220R0124;Cookies Hias;5;60000;300000
;220R0124;Pudding Batik;1;120000;120000
2020-02-07;220R0125;Brownies Cookies;7;40000;280000
;220R0125;Dimsum Siomay Crab;3;27000;81000
;220R0125;Dimsum Siomay Keju;1;30000;30000
;220R0125;Lavarisol Original;7;60000;420000
2020-02-07;220R0126;Pudding Buah;5;100000;500000
;220R0126;Pudding Batik;5;120000;600000
;220R0126;Dimsum Siomay Udang Keju;7;32000;224000
2020-02-07;220R0127;Red Velvet;2;90000;180000
;220R0127;Cookies Hias;6;60000;360000
;220R0127;Dimsum Siomay Udang Keju;4;32000;128000
;220R0127;Pudding Buah;2;100000;200000
2020-02-07;220R0128;Lavarisol Smoked Beef;1;60000;60000
;220R0128;Red Velvet;6;90000;540000
;220R0128;Sagu Keju;6;75000;450000
2020-02-07;220R0129;Brownies Cookies;5;40000;200000
;220R0129;Putri Salju;4;85000;340000
;220R0129;Lavarisol Triple Cheese;1;60000;60000
;220R0129;Lidah Kucing;4;70000;280000
2020-02-07;220R0130;Pudding Buah;2;100000;200000
;220R0130;Dimsum Siomay Keju;6;30000;180000
;220R0130;Blueberry Cheese;3;65000;195000
2020-02-07;220R0131;Pudding Buah;1;100000;100000
;220R0131;Nastar Spesial;4;90000;360000
;220R0131;Dimsum Siomay Keju;6;30000;180000
;220R0131;Red Velvet;1;90000;90000
2020-02-07;220R0132;Pudding Batik;5;120000;600000
;220R0132;Brownies Cookies;6;40000;240000
;220R0132;Pudding Buah;1;100000;100000
2020-02-07;220R0133;Lavarisol Smoked Beef;7;60000;420000
;220R0133;Lavarisol Campur;7;60000;420000
;220R0133;Nastar Spesial;1;90000;90000
;220R0133;Putri Salju;5;85000;425000
2020-02-07;220R0134;Lavarisol Original;4;60000;240000
2020-02-07;220R0135;Dimsum Siomay Ayam;2;27000;54000
;220R0135;Dimsum Siomay Keju;1;30000;30000
;220R0135;Sagu Keju;6;75000;450000
;220R0135;Lavarisol Smoked Beef;1;60000;60000
2020-02-07;220R0136;Lavarisol Triple Cheese;5;60000;300000
;220R0136;Pudding Buah;7;100000;700000
;220R0136;Lidah Kucing;4;70000;280000
2020-02-07;220R0137;Dimsum Siomay Keju;5;30000;150000
;220R0137;Brownies Cookies;6;40000;240000
;220R0137;Cookies Hias;3;60000;180000
;220R0137;Dimsum Siomay Ayam;3;27000;81000
2020-02-07;220R0138;Putri Salju;2;85000;170000
;220R0138;Lavarisol Triple Cheese;5;60000;300000
;220R0138;Nastar Spesial;7;90000;630000
2020-02-07;220R0139;Dimsum Siomay Ayam;6;27000;162000
;220R0139;Kaastengels;1;85000;85000
;220R0139;Dimsum Siomay Keju;2;30000;60000
2020-02-08;220R0140;Dimsum Siomay Crab;3;27000;81000
;220R0140;Brownies Cookies;1;40000;40000
;220R0140;Dimsum Siomay Original;1;25000;25000
2020-02-08;220R0141;Lavarisol Campur;2;60000;120000
;220R0141;Lavarisol Smoked Beef;7;60000;420000
;220R0141;Putri Salju;1;85000;85000
2020-02-08;220R0142;Cookies Hias;1;60000;60000
;220R0142;Sagu Keju;7;75000;525000
2020-02-08;220R0143;Dimsum Siomay Ayam;3;27000;81000
2020-02-08;220R0144;Kaastengels;7;85000;595000
;220R0144;Lavarisol Triple Cheese;2;60000;120000
2020-02-08;220R0145;Dimsum Siomay Crab;3;27000;81000
;220R0145;Kaastengels;7;85000;595000
;220R0145;Lavarisol Smoked Beef;6;60000;360000
2020-02-08;220R0146;Brownies Cookies;7;40000;280000
;220R0146;Kaastengels;3;85000;255000
;220R0146;Lavarisol Original;6;60000;360000
;220R0146;Nastar Spesial;7;90000;630000
2020-02-08;220R0147;Lavarisol Original;3;60000;180000
;220R0147;Blueberry Cheese;7;65000;455000
;220R0147;Dimsum Siomay Original;1;25000;25000
2020-02-08;220R0148;Lavarisol Smoked Beef;6;60000;360000
;220R0148;Lavarisol Original;1;60000;60000
;220R0148;Red Velvet;6;90000;540000
2020-02-08;220R0149;Lavarisol Smoked Beef;7;60000;420000
;220R0149;Lavarisol Campur;5;60000;300000
;220R0149;Cookies Hias;1;60000;60000
2020-02-08;220R0150;Kaastengels;7;85000;595000
;220R0150;Dimsum Siomay Crab;1;27000;27000
;220R0150;Lavarisol Campur;4;60000;240000
;220R0150;Dimsum Siomay Ayam;7;27000;189000
2020-02-08;220R0151;Pudding Buah;6;100000;600000
;220R0151;Sagu Keju;6;75000;450000
;220R0151;Pudding Batik;6;100000;600000
2020-02-08;220R0152;Cookies Hias;6;60000;360000
;220R0152;Lavarisol Smoked Beef;6;60000;360000
;220R0152;Brownies Cookies;5;40000;200000
;220R0152;Dimsum Siomay Udang Keju;5;32000;160000
2020-02-08;220R0153;Lidah Kucing;3;70000;210000
;220R0153;Cookies Hias;6;60000;360000
;220R0153;Pudding Buah;1;100000;100000
2020-02-08;220R0154;Dimsum Siomay Crab;5;27000;135000
;220R0154;Dimsum Siomay Udang Keju;4;32000;128000
;220R0154;Lavarisol Original;5;60000;300000
2020-02-08;220R0155;Dimsum Siomay Crab;4;27000;108000
;220R0155;Dimsum Siomay Ayam;2;27000;54000
;220R0155;Blueberry Cheese;5;65000;325000
;220R0155;Pudding Batik;4;120000;480000
2020-02-08;220R0156;Putri Salju;6;85000;510000
;220R0156;Cookies Hias;5;60000;300000
;220R0156;Blueberry Cheese;1;65000;65000
;220R0156;Red Velvet;6;90000;540000
2020-02-08;220R0157;Dimsum Siomay Keju;6;30000;180000
;220R0157;Lavarisol Original;6;60000;360000
;220R0157;Lavarisol Smoked Beef;4;60000;240000
2020-02-08;220R0158;Nastar Spesial;1;90000;90000
;220R0158;Cookies Hias;5;60000;300000
;220R0158;Red Velvet;5;90000;450000
2020-02-08;220R0159;Dimsum Siomay Keju;2;30000;60000
;220R0159;Red Velvet;3;90000;270000
;220R0159;Kaastengels;4;85000;340000
2020-02-09;220R0160;Sagu Keju;5;75000;375000
;220R0160;Lavarisol Smoked Beef;5;60000;300000
;220R0160;Kaastengels;3;85000;255000
2020-02-09;220R0161;Kaastengels;4;85000;340000
;220R0161;Pudding Buah;1;100000;100000
2020-02-09;220R0162;Cookies Hias;6;60000;360000
;220R0162;Lavarisol Triple Cheese;4;60000;240000
;220R0162;Sagu Keju;3;75000;225000
;220R0162;Blueberry Cheese;2;65000;130000
;220R0162;Sagu Keju;3;75000;225000
2020-02-09;220R0163;Nastar Spesial;2;90000;180000
;220R0163;Pudding Buah;1;100000;100000
2020-02-09;220R0164;Sagu Keju;1;75000;75000
;220R0164;Kaastengels;1;85000;85000
;220R0164;Lavarisol Campur;5;60000;300000
2020-02-09;220R0165;Lavarisol Triple Cheese;5;60000;300000
;220R0165;Lidah Kucing;5;70000;350000
;220R0165;Pudding Batik;4;120000;480000
2020-02-09;220R0166;Brownies Cookies;1;40000;40000
;220R0166;Cookies Hias;2;60000;120000
;220R0166;Putri Salju;4;85000;340000
;220R0166;Lidah Kucing;1;70000;70000
2020-02-09;220R0167;Kaastengels;3;85000;255000
;220R0167;Cookies Hias;2;60000;120000
2020-02-09;220R0168;Lavarisol Original;4;60000;240000
;220R0168;Lavarisol Triple Cheese;4;60000;240000
;220R0168;Nastar Spesial;3;90000;270000
;220R0168;Dimsum Siomay Keju;4;30000;120000
2020-02-09;220R0169;Dimsum Siomay Crab;7;27000;189000
;220R0169;Lavarisol Triple Cheese;3;60000;180000
;220R0169;Pudding Buah;6;100000;600000
2020-02-09;220R0170;Red Velvet;4;90000;360000
;220R0170;Dimsum Siomay Udang Keju;7;32000;224000
;220R0170;Sagu Keju;6;75000;450000
;220R0170;Dimsum Siomay Ayam;3;27000;81000
2020-02-09;220R0171;Lavarisol Campur;6;60000;360000
;220R0171;Lidah Kucing;3;70000;210000
;220R0171;Dimsum Siomay Crab;4;27000;108000
2020-02-09;220R0172;Nastar Spesial;7;90000;630000
;220R0172;Lavarisol Campur;7;60000;420000
;220R0172;Lavarisol Original;7;60000;420000
;220R0172;Pudding Buah;4;100000;400000
2020-02-09;220R0173;Red Velvet;7;90000;630000
;220R0173;Lavarisol Original;7;60000;420000
;220R0173;Lavarisol Triple Cheese;4;60000;240000
2020-02-09;220R0174;Lidah Kucing;5;70000;350000
;220R0174;Lavarisol Original;6;60000;360000
;220R0174;Dimsum Siomay Original;6;25000;150000
2020-02-09;220R0175;Dimsum Siomay Keju;2;30000;60000
;220R0175;Brownies Cookies;7;40000;280000
;220R0175;Cookies Hias;3;60000;180000
;220R0175;Sagu Keju;3;75000;225000
2020-02-09;220R0176;Nastar Spesial;5;90000;450000
;220R0176;Dimsum Siomay Udang Keju;1;32000;32000
;220R0176;Lavarisol Campur;3;60000;180000
;220R0176;Brownies Cookies;6;40000;240000
2020-02-09;220R0177;Kaastengels;6;85000;510000
;220R0177;Red Velvet;3;90000;270000
;220R0177;Putri Salju;4;85000;340000
2020-02-10;220R0178;Lidah Kucing;4;70000;280000
;220R0178;Dimsum Siomay Udang Keju;1;32000;32000
;220R0178;Lavarisol Original;6;60000;360000
;220R0178;Nastar Spesial;2;90000;180000
2020-02-10;220R0179;Blueberry Cheese;3;65000;195000
;220R0179;Dimsum Siomay Keju;1;30000;30000
;220R0179;Sagu Keju;4;75000;300000
;220R0179;Dimsum Siomay Udang Keju;3;32000;96000
;220R0179;Lidah Kucing;7;70000;490000
2020-02-10;220R0180;Blueberry Cheese;5;65000;325000
;220R0180;Putri Salju;5;85000;425000
;220R0180;Lidah Kucing;5;70000;350000
2020-02-10;220R0181;Lidah Kucing;6;70000;420000
;220R0181;Putri Salju;4;85000;340000
;220R0181;Brownies Cookies;2;40000;80000
;220R0181;Dimsum Siomay Udang Keju;5;32000;160000
2020-02-10;220R0182;Brownies Cookies;6;40000;240000
;220R0182;Kaastengels;5;85000;425000
;220R0182;Pudding Batik;4;120000;480000
2020-02-10;220R0183;Nastar Spesial;3;90000;270000
;220R0183;Dimsum Siomay Keju;1;30000;30000
2020-02-10;220R0184;Nastar Spesial;6;90000;540000
;220R0184;Blueberry Cheese;2;65000;130000
;220R0184;Dimsum Siomay Keju;6;30000;180000
;220R0184;Sagu Keju;6;75000;450000
2020-02-10;220R0185;Red Velvet;1;90000;90000
;220R0185;Putri Salju;3;85000;255000
;220R0185;Lidah Kucing;5;70000;350000
2020-02-10;220R0186;Dimsum Siomay Ayam;1;27000;27000
;220R0186;Cookies Hias;2;60000;120000
;220R0186;Lavarisol Smoked Beef;4;60000;240000
;220R0186;Lavarisol Triple Cheese;6;60000;360000
;220R0186;Pudding Batik;2;120000;240000
2020-02-10;220R0187;Dimsum Siomay Crab;4;27000;108000
;220R0187;Lavarisol Campur;6;60000;360000
;220R0187;Kaastengels;1;85000;85000
2020-02-10;220R0188;Cookies Hias;1;60000;60000
;220R0188;Kaastengels;5;85000;425000
;220R0188;Dimsum Siomay Keju;7;30000;210000
;220R0188;Pudding Batik;4;120000;480000
2020-02-10;220R0189;Dimsum Siomay Crab;5;27000;135000
